product_url,product_name,price,product_category,product_availability,product_brand,image_url,currency,shipping_cost,estimated_fee,ASIN,review,review_count,sales_rank,dimension,weight,ships_from,sold_by,seller
https://www.amazon.com/dp/B08CVQFFRG,TORRAS MoonClimber Compatible for iPhone 12 Pro Max Case [5X Military Armor-Level Shockproof][Three Stand Ways] Protective Slim Hard Clear Phone Case with Sturdy Metal Kickstand 6.7’’-Clear,$30.99,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock.,,https://images-na.ssl-images-amazon.com/images/I/71QSm3MUBIL._AC_SL1500_.jpg,$,,No Import Fee,B08CVQFFRG,4.7 out of 5 stars,"1,374 ratings",#486,7.4 x 3.82 x 0.67 inches,2.39 ounces,Amazon,TORRAS®,AD54EWO4N8L4
https://www.amazon.com/dp/B08DY7Y8MG,OtterBox Defender Series SCREENLESS Edition Case for iPhone 12 Pro Max - Black (77-65923),$59.95,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock. Only 1 left in stock - order soon.,,https://images-na.ssl-images-amazon.com/images/I/610YExSByOL._AC_SL1000_.jpg,$,,No Import Fee,B08DY7Y8MG,4.7 out of 5 stars,"1,151 ratings",#148,8.27 x 4.33 x 1.57 inches,7.7 ounces,Amazon.com,Amazon.com,A2L77EE7U53NWQ
https://www.amazon.com/dp/B08DY96TCS,OtterBox Symmetry Series Case for iPhone 12 Pro Max - Black (77-65935),$49.95,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock.,OtterBox,https://images-na.ssl-images-amazon.com/images/I/51uZYIdVB-L._AC_SL1000_.jpg,$,,No Import Fee,B08DY96TCS,4.5 out of 5 stars,"1,292 ratings",#138,7.95 x 4.25 x 0.83 inches,1.76 ounces,Amazon.com,Amazon.com,
https://www.amazon.com/dp/B08DY91LWR,OtterBox Symmetry Series Case for iPhone 12 & iPhone 12 Pro - Black (77-65913),$49.95,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock. Only 1 left in stock - order soon.,OtterBox,https://images-na.ssl-images-amazon.com/images/I/61Ru5rQ%2BE0L._AC_SL1000_.jpg,$,,No Import Fee,B08DY91LWR,4.6 out of 5 stars,"1,862 ratings",#106,7.1 x 4.4 x 0.8 inches,2.39 ounces,Amazon.com,Amazon.com,A2L77EE7U53NWQ
https://www.amazon.com/dp/B08DY7M44F,OtterBox Commuter Series Case for iPhone 12 Pro Max - Black (77-65927),$39.95,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock.,,https://images-na.ssl-images-amazon.com/images/I/510lINnvICL._AC_SL1000_.jpg,$,,No Import Fee,B08DY7M44F,4.7 out of 5 stars,"1,111 ratings",#250,8.03 x 4.84 x 1.06 inches,3.2 ounces,Amazon.com,Amazon.com,
https://www.amazon.com/dp/B08CNPPP4H,tech21 Evo Clear for Apple iPhone 12 Pro Max 5G - Germ Fighting Antimicrobial Phone Case with 10 ft. Drop Protection,$39.99,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases","In stock on January 20, 2021. Order it now. Only 1 left in stock - order soon.",tech21,https://images-na.ssl-images-amazon.com/images/I/81ePz1%2B-B4L._AC_SL1500_.jpg,$,,No Import Fee,B08CNPPP4H,4.5 out of 5 stars,90 ratings,"#3,780",3.94 x 1.18 x 0.79 inches,1.76 ounces,Amazon.com,Amazon.com,A2L77EE7U53NWQ
https://www.amazon.com/dp/B08DY7QB86,OtterBox Prefix Series Case for iPhone 12 Pro Max - Clear (77-66033),$34.95,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock. Only 1 left in stock - order soon.,,https://images-na.ssl-images-amazon.com/images/I/51BQsPkPhOL._AC_SL1000_.jpg,$,,No Import Fee,B08DY7QB86,4.2 out of 5 stars,160 ratings,"#1,859",6.93 x 4.13 x 0.63 inches,1.41 ounces,Amazon.com,Amazon.com,A2L77EE7U53NWQ
https://www.amazon.com/dp/B08DY7MWXR,OtterBox Commuter Series Case for iPhone 12 & iPhone 12 Pro - Ocean Way (Aqua SAIL/Aquifer) (77-80575),$39.95,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock.,,https://images-na.ssl-images-amazon.com/images/I/51KpFHdsaqL._AC_SL1000_.jpg,$,,No Import Fee,B08DY7MWXR,4.8 out of 5 stars,"2,167 ratings",#31,7.9 x 4.3 x 0.7 inches,5.6 ounces,Amazon.com,Amazon.com,
https://www.amazon.com/dp/B07W3Q2HLX,OtterBox COMMUTER SERIES Case For iPhone 11 - MINT WAY (SURF SPRAY/AQUIFER),$35.96,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock. Only 7 left in stock - order soon.,,https://images-na.ssl-images-amazon.com/images/I/51dhbBpc4PL._AC_SL1000_.jpg,$,,No Import Fee,B07W3Q2HLX,4.8 out of 5 stars,"17,083 ratings",#177,6.17 x 3.26 x 0.56 inches,1.92 ounces,Amazon.com,Amazon.com,A2L77EE7U53NWQ
https://www.amazon.com/dp/B08DL4L46T,"Speck Products Presidio Perfect-Clear iPhone 12 Pro Max Case, Clear/Clear",$33.99,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock. Only 4 left in stock - order soon.,,https://images-na.ssl-images-amazon.com/images/I/71q4ztjve5L._AC_SL1500_.jpg,$,,No Import Fee,B08DL4L46T,4.5 out of 5 stars,176 ratings,"#1,159",6.42 x 3.35 x 0.31 inches,0.023 ounces,Amazon.com,Amazon.com,A2L77EE7U53NWQ
https://www.amazon.com/dp/B08F3FJH7P,"Speck Products Presidio2 Grip iPhone 12 Pro Max Case, Black/Black/White",$25.08,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock. Only 1 left in stock - order soon.,Speck,https://images-na.ssl-images-amazon.com/images/I/714bOZakeVL._AC_SL1500_.jpg,$,,No Import Fee,B08F3FJH7P,4.3 out of 5 stars,97 ratings,"#1,892",8.74 x 4.69 x 0.74 inches,3.2 ounces,Amazon.com,Amazon.com,A2L77EE7U53NWQ
https://www.amazon.com/dp/B08L5MZDV1,"UAG Apple iPhone 12 Pro MAX [6.7"" Screen] Limited Edition Case Urban Armor Gear by EGO Tactical - Subdued US Flag Reversed Thin Blue Line",$59.95,"Cell Phones & Accessories,Cases, Holsters & Sleeves,Basic Cases",In Stock.,,https://images-na.ssl-images-amazon.com/images/I/61Pe67QR7DL._AC_SL1500_.jpg,$,,No Import Fee,B08L5MZDV1,4.6 out of 5 stars,71 ratings,"#13,808",,3 ounces,EGO Tactical,EGO Tactical,A1UWFPWLCFTK52
